PHOTO;Burning Night;Machine du Moulin Rouge;1.jpg;1.jpg
YOUTUBE;https://www.youtube.com/embed/KWlQ2VRdzkw;;;
PHOTO;Fête de la Musique;Paris;7.jpg;7t.jpg
PHOTO;Concours de Batucadas de Paris;Cabaret Sauvage;2.jpg;2.jpg
PHOTO;Carnaval de Paris;Marathon de Paris;5.jpg;5t.jpg
PHOTO;Earth Day;San Francisco - USA;9.jpg;9t.jpg
PHOTO;Coburg Samba Festival;Allemagne;8.jpg;8t.jpg
YOUTUBE;https://www.youtube.com/embed/tpYtGppuuGA;;;
PHOTO;Festival International de Cerf Volant;Dieppe;10.jpg;10t.jpg
